rk,player,pos,squad,age,club,born,mp,starts,min,90s,gls,ast,gpa,g_pk,pk,pkatt,crdy,crdr,gls_p90,ast,gpa,g_pk,gpa_pk,matches,_9999,rk_sh,player_sh,pos_sh,squad_sh,gls_sh,sh,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,pk_sh,pkatt_sh,matches_sh,_9999_sh,rk_misc,player_misc,pos_misc,squad_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches_misc,_9999_misc,rk_gk,player_gk,pos_gk,squad_gk,club_gk,mp_gk,starts_gk,min_gk,90s_gk,ga,ga90,sota,saves,savepct,w,d,l,cs,cspct,pkatt_gk,pka,pksv,pkm,savepct.1,matches_gk,_9999_gk,min_sb,90s_sb,gls_sb,ast_sb,sh_sb,crs_sb,tklw_sb,int_sb,fls_sb,att_sb,succ_sb,carries_sb,prgcarries_sb,saves_sb,ga_sb,sota_sb,save%_sb,cs_sb,gls_p90_sb,ast_p90_sb,sh_p90_sb,crs_p90_sb,tklw_p90_sb,int_p90_sb,att_p90_sb,succ_p90_sb,carries_p90_sb,prgcarries_p90_sb,saves_p90_sb,cs_p90_sb,player_sb,match_stage,pressures_p90,pressures_final_third_p90,pressures_mid_third_p90,claims_p90,sweeper_clearances_p90,headed_clearances_p90,recoveries_p90,passes_received_p90,one_touch_finishes_p90,launch_passes_p90,def_actions_outside_box_p90,avg_def_position_y,touches_wide_p90,touches_halfspace_p90,touches_6yard_box_p90,final_third_entries_p90,carries_into_box_p90,goals_prevented_p90,reflex_saves_p90,cross_accuracy_pct,headers_p90,Gls_p90,Ast_p90,Sh_p90,SoT_p90,Crs_p90,Int_p90,TklW_p90,Fls_p90,Fld_p90,Off_p90,Saves_p90,GA_p90,CS_p90,PK_p90,PKatt_p90,PKwon_p90,PKcon_p90,OG_p90,CrdY_p90,CrdR_p90,Min_p90,MP_p90,Starts_p90,save_pct,conversion_pct,shots_on_target_pct,position_group,primary_position
611,Jurriën Timber,DF,nl Netherlands,20.0,1.nl Ajax,2001.0,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,41034650,611,Jurriën Timber,DF,nl Netherlands,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,41034650,611,Jurriën Timber,DF,nl Netherlands,1.0,0.0,0.0,17.0,4.0,0.0,1.0,9.0,8.0,,,0.0,Matches,41034650,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,16.0,5.0,4.0,261.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.25,1.25,1.0,65.25,2.75,0.0,0.0,Jurriën David Norman Timber,token-subset,16.976744186046513,0.6976744186046512,9.767441860465116,0.0,0.0,2.0930232558139537,3.488372093023256,61.627906976744185,0.0,0.0,0.0,0.0,33.25581395348837,15.58139534883721,0.0,9.534883720930234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,2.0930232558139537,1.8604651162790697,3.9534883720930236,0.9302325581395349,0.0,,,,0.0,0.0,,,0.0,0.23255813953488372,0.0,90.69767441860465,0.9302325581395349,0.9302325581395349,,0.0,0.0,DF,DF
326,Kalidou Koulibaly,DF,sn Senegal,30.0,1.eng Chelsea,1991.0,4.0,4.0,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,da974c7b,326,Kalidou Koulibaly,DF,sn Senegal,1.0,2.0,1.0,50.0,0.5,0.25,0.5,1.0,0.0,0.0,Matches,da974c7b,326,Kalidou Koulibaly,DF,sn Senegal,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,9.0,,,0.0,Matches,da974c7b,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,1.0,141.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,1.5,0.25,0.25,35.25,1.75,0.0,0.0,Kalidou Koulibaly,exact,8.5,0.5,2.75,0.0,0.0,4.25,5.0,36.0,0.25,0.0,0.0,0.0,7.5,11.75,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.5,2.25,0.75,0.75,0.0,,,,0.0,0.0,,,0.0,0.25,0.0,90.0,1.0,1.0,,0.49999999975,0.49999999975,DF,DF
406,Kamal Miller,DF,ca Canada,25.0,1.us CF Montréal,1997.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0646bd8a,406,Kamal Miller,DF,ca Canada,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,0646bd8a,406,Kamal Miller,DF,ca Canada,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,,,0.0,Matches,0646bd8a,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,53.66666666666666,0.0,0.0,0.0,Kamal Miller,exact-name,5.0,0.0,1.6666666666666667,0.0,0.0,3.0,3.6666666666666665,58.0,0.0,0.0,0.0,0.0,25.333333333333332,20.666666666666668,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,1.0,0.0,,,,0.0,0.0,,,0.0,0.3333333333333333,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
215,Kamil Glik,DF,pl Poland,34.0,2.it Benevento,1988.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c6056d58,215,Kamil Glik,DF,pl Poland,0.0,3.0,0.0,0.0,0.75,0.0,0.0,,0.0,0.0,Matches,c6056d58,215,Kamil Glik,DF,pl Poland,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,,,0.0,Matches,c6056d58,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,23.75,0.25,0.0,0.0,Kamil Glik,exact-name,3.75,0.0,1.25,0.0,0.0,2.75,1.75,27.25,0.25,0.0,0.0,0.0,3.25,7.0,0.75,1.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.75,0.25,0.5,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
556,Kasper Schmeichel,GK,dk Denmark,35.0,1.fr Nice,1986.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,53af52f3,556,Kasper Schmeichel,GK,dk Denmark,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,53af52f3,556,Kasper Schmeichel,GK,dk Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Matches,53af52f3,33,Kasper Schmeichel,GK,dk Denmark,1.fr Nice,3.0,3.0,270.0,3.0,3.0,1.0,11.0,8.0,72.7,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,,Matches,53af52f3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,8.0,3.0,11.0,72.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,0.0,2.6666666666666665,0.3333333333333333,Kasper Schmeichel,exact,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,5.0,15.0,0.0,8.0,13.0,41.29718875502014,0.0,0.0,0.0,4.0,0.0,-0.2554588006666669,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.0,0.3333333333333333,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.7272727272066115,0.0,0.0,GK,GK
144,Kevin De Bruyne,FWMF,be Belgium,30.0,1.eng Manchester City,1991.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e46012d4,144,Kevin De Bruyne,FWMF,be Belgium,0.0,7.0,2.0,28.6,2.33,0.67,0.0,0.0,0.0,0.0,Matches,e46012d4,144,Kevin De Bruyne,FWMF,be Belgium,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,1.0,,,0.0,Matches,e46012d4,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,7.0,12.0,0.0,1.0,0.0,7.0,5.0,116.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,4.0,0.0,0.3333333333333333,2.333333333333333,1.6666666666666667,38.66666666666666,5.0,0.0,0.0,Kevin De Bruyne,exact-name,8.333333333333334,3.3333333333333335,4.0,0.0,0.0,0.3333333333333333,5.0,43.666666666666664,0.6666666666666666,0.0,0.0,0.0,17.0,11.333333333333334,0.0,12.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,2.3333333333333335,0.6666666666666666,6.333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.2857142856734694,FW,FWMF
442,Keylor Navas,GK,cr Costa Rica,35.0,1.fr PSG,1986.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ecada4fc,442,Keylor Navas,GK,cr Costa Rica,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,ecada4fc,442,Keylor Navas,GK,cr Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,Matches,ecada4fc,24,Keylor Navas,GK,cr Costa Rica,1.fr PSG,3.0,3.0,270.0,3.0,11.0,3.67,22.0,11.0,50.0,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,Matches,ecada4fc,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,11.0,11.0,22.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,0.0,3.6666666666666665,0.3333333333333333,Keylor Navas Gamboa,token-subset,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,6.333333333333333,11.0,0.0,20.0,3.0,40.28625954198473,0.0,0.6666666666666666,0.0,6.333333333333333,0.0,-2.253248560333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.6666666666666665,3.6666666666666665,0.3333333333333333,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.49999999997727274,0.0,0.0,GK,GK
290,Kim Jin-su,DF,kr Korea Republic,30.0,1.kr Jeonbuk,1992.0,4.0,4.0,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,8e6ff136,290,Kim Jin-su,DF,kr Korea Republic,0.0,4.0,1.0,25.0,1.14,0.29,0.0,0.0,0.0,0.0,Matches,8e6ff136,290,Kim Jin-su,DF,kr Korea Republic,0.0,0.0,0.0,1.0,6.0,1.0,16.0,4.0,5.0,,,0.0,Matches,8e6ff136,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,3.5,0.0,1.0,3.0,14.0,2.0,7.0,1.0,2.0,1.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,4.0,0.5714285714285714,2.0,0.5714285714285714,0.2857142857142857,25.428571428571427,0.5714285714285714,0.0,0.0,Jin-Su Kim,token-subset,6.285714285714286,1.4285714285714286,1.4285714285714286,0.0,0.0,1.4285714285714286,3.4285714285714284,31.142857142857142,0.2857142857142857,0.0,0.0,0.0,25.714285714285715,4.0,0.0,5.142857142857143,0.2857142857142857,0.0,0.0,0.35714285714285715,0.2857142857142857,0.0,0.2857142857142857,1.1428571428571428,0.2857142857142857,4.571428571428571,1.1428571428571428,1.4285714285714286,0.2857142857142857,1.7142857142857142,0.2857142857142857,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.1428571428571428,1.1428571428571428,,0.0,0.2499999999375,DF,DF
407,Kim Min-jae,DF,kr Korea Republic,25.0,1.it Napoli,1996.0,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e0f8151c,407,Kim Min-jae,DF,kr Korea Republic,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,Matches,e0f8151c,407,Kim Min-jae,DF,kr Korea Republic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,0.0,Matches,e0f8151c,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,142.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,47.333333333333336,3.333333333333333,0.0,0.0,Min Jae Kim,token-subset,5.666666666666667,0.3333333333333333,2.0,0.0,0.0,2.6666666666666665,4.0,51.333333333333336,0.0,0.0,0.0,0.0,20.0,14.333333333333334,0.3333333333333333,9.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,89.66666666666667,1.0,1.0,,0.0,0.0,DF,DF
420,Kim Moon-hwan,DF,kr Korea Republic,26.0,1.kr Jeonbuk,1995.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6bce7dd8,420,Kim Moon-hwan,DF,kr Korea Republic,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,6bce7dd8,420,Kim Moon-hwan,DF,kr Korea Republic,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4.0,5.0,,,0.0,Matches,6bce7dd8,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,0.0,12.0,3.0,9.0,1.0,3.0,2.0,165.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,2.25,0.75,0.5,41.25,1.25,0.0,0.0,Moon-Hwan Kim,token-subset,10.0,2.5,3.25,0.0,0.0,2.5,4.75,44.75,0.0,0.0,0.0,0.0,39.5,3.75,0.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,1.0,1.25,0.25,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
560,Kim Seung-gyu,GK,kr Korea Republic,31.0,1.sa Al-Shabab,1990.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,eabaafa6,560,Kim Seung-gyu,GK,kr Korea Republic,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,eabaafa6,560,Kim Seung-gyu,GK,kr Korea Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,Matches,eabaafa6,34,Kim Seung-gyu,GK,kr Korea Republic,1.sa Al-Shabab,4.0,4.0,360.0,4.0,8.0,2.0,19.0,11.0,57.9,1.0,1.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,Matches,eabaafa6,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,12.0,8.0,20.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,0.25,3.0,0.25,Seung-Gyu Kim,token-subset,0.0,0.0,0.0,0.5,0.75,0.0,3.75,15.75,0.0,11.0,13.0,40.01752265861027,0.25,1.0,0.0,6.25,0.0,-1.29606260025,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.75,2.0,0.25,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.5789473683905817,0.0,0.0,GK,GK
670,Kim Young-gwon,DF,kr Korea Republic,32.0,1.kr Ulsan Hyundai,1990.0,4.0,4.0,350.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,9459ace1,670,Kim Young-gwon,DF,kr Korea Republic,1.0,2.0,1.0,50.0,0.51,0.26,0.5,1.0,0.0,0.0,Matches,9459ace1,670,Kim Young-gwon,DF,kr Korea Republic,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,,,0.0,Matches,9459ace1,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,3.9,1.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,165.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.5128205128205129,0.2564102564102564,0.0,1.2820512820512822,0.0,0.0,42.30769230769231,1.794871794871795,0.0,0.0,Young-Gwon Kim,token-subset,4.102564102564103,0.25641025641025644,0.7692307692307693,0.0,0.0,2.307692307692308,2.0512820512820515,45.12820512820513,0.25641025641025644,0.0,0.0,0.0,15.384615384615385,12.051282051282051,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.25641025641025644,0.0,0.5128205128205129,0.25641025641025644,0.25641025641025644,0.7692307692307693,0.5128205128205129,0.25641025641025644,0.5128205128205129,0.0,,,,0.0,0.0,,,0.0,0.25641025641025644,0.0,89.74358974358975,1.0256410256410258,1.0256410256410258,,0.49999999975,0.49999999975,DF,DF
272,Ko Itakura,DF,jp Japan,25.0,1.de Gladbach,1997.0,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,97d545ae,272,Ko Itakura,DF,jp Japan,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,0.0,0.0,Matches,97d545ae,272,Ko Itakura,DF,jp Japan,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,,,0.0,Matches,97d545ae,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,1.0,3.0,0.0,2.0,4.0,5.0,3.0,0.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.3333333333333333,1.0,0.0,28.33333333333333,1.0,0.0,0.0,Ko Itakura,exact-name,10.666666666666666,0.0,4.0,0.0,0.0,2.3333333333333335,2.0,30.333333333333332,0.0,0.0,0.0,0.0,5.0,10.333333333333334,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.0,,,,0.0,0.0,,,0.0,0.6666666666666666,0.0,90.0,1.0,1.0,,0.0,0.3333333332222222,DF,DF
532,Kye Rowles,DF,au Australia,23.0,1.sct Hearts,1998.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8caf6772,532,Kye Rowles,DF,au Australia,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,8caf6772,532,Kye Rowles,DF,au Australia,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,2.0,,,0.0,Matches,8caf6772,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,31.75,0.5,0.0,0.0,Kye Rowles,exact-name,8.75,0.25,3.5,0.0,0.0,0.75,1.0,37.0,0.0,0.0,0.0,0.0,9.75,8.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.5,0.25,0.5,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
384,Kylian Mbappé,MFFW,fr France,23.0,1.fr PSG,1998.0,7.0,6.0,598.0,6.6,8.0,2.0,10.0,6.0,2.0,2.0,0.0,0.0,1.2,0.3,1.51,0.9,1.2,Matches,42fd9c7f,384,Kylian Mbappé,MFFW,fr France,8.0,31.0,14.0,45.2,4.67,2.11,0.19,0.43,2.0,2.0,Matches,42fd9c7f,384,Kylian Mbappé,MFFW,fr France,0.0,0.0,0.0,7.0,7.0,6.0,24.0,0.0,0.0,,,0.0,Matches,42fd9c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,6.3,8.0,2.0,31.0,27.0,0.0,1.0,8.0,50.0,30.0,298.0,39.0,0.0,0.0,0.0,0.0,0.0,1.2698412698412698,0.3174603174603174,4.920634920634921,4.285714285714286,0.0,0.1587301587301587,7.936507936507937,4.761904761904762,47.3015873015873,6.190476190476191,0.0,0.0,Kylian Mbappé Lottin,token-subset,5.606060606060606,2.121212121212121,2.4242424242424243,0.0,0.0,0.0,4.545454545454546,54.6969696969697,1.6666666666666667,0.0,0.0,0.0,29.242424242424246,13.484848484848486,0.30303030303030304,7.121212121212122,4.848484848484849,0.0,0.0,0.48148148148148145,0.15151515151515152,1.2121212121212122,0.30303030303030304,4.696969696969697,2.121212121212121,3.6363636363636367,0.0,0.0,1.0606060606060606,1.0606060606060606,0.9090909090909092,,,,0.30303030303030304,0.30303030303030304,,,0.0,0.0,0.0,90.60606060606061,1.0606060606060606,0.9090909090909092,,0.2580645161207076,0.4516129032112383,FW,MFFW
49,Lawrence Ati-Zigi,GK,gh Ghana,25.0,1.ch St. Gallen,1996.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a12402c3,49,Lawrence Ati-Zigi,GK,gh Ghana,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,a12402c3,49,Lawrence Ati-Zigi,GK,gh Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Matches,a12402c3,2,Lawrence Ati-Zigi,GK,gh Ghana,1.ch St. Gallen,3.0,3.0,270.0,3.0,7.0,2.33,17.0,10.0,58.8,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,a12402c3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,10.0,7.0,17.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.333333333333333,0.0,Lawrence Ati-Zigi,exact,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,2.6666666666666665,8.0,0.0,12.0,3.3333333333333335,40.73131868131868,0.0,1.3333333333333333,0.0,2.6666666666666665,0.0,-1.4570060583333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.3333333333333335,0.0,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.588235294083045,0.0,0.0,GK,GK
398,Lionel Messi,FW,ar Argentina,34.0,1.fr PSG,1987.0,7.0,7.0,690.0,7.7,7.0,3.0,10.0,3.0,4.0,5.0,1.0,0.0,0.91,0.39,1.3,0.39,0.78,Matches,d70ce98e,398,Lionel Messi,FW,ar Argentina,7.0,32.0,18.0,56.3,4.17,2.35,0.09,0.17,4.0,5.0,Matches,d70ce98e,398,Lionel Messi,FW,ar Argentina,1.0,0.0,0.0,10.0,22.0,3.0,20.0,0.0,4.0,,,0.0,Matches,d70ce98e,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,7.0,7.0,3.0,32.0,7.0,1.0,0.0,11.0,36.0,26.0,391.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,4.571428571428571,1.0,0.1428571428571428,0.0,5.142857142857143,3.7142857142857135,55.85714285714285,4.0,0.0,0.0,Lionel Andrés Messi Cuccittini,token-subset,11.558441558441558,4.285714285714286,5.844155844155844,0.0,0.0,0.0,4.415584415584416,62.857142857142854,0.6493506493506493,0.0,0.0,0.0,18.96103896103896,14.805194805194805,0.0,11.03896103896104,1.8181818181818181,0.0,0.0,0.2857142857142857,0.12987012987012986,0.9090909090909091,0.38961038961038963,4.1558441558441555,2.3376623376623376,2.5974025974025974,0.0,0.5194805194805194,1.2987012987012987,2.857142857142857,0.38961038961038963,,,,0.5194805194805194,0.6493506493506493,,,0.0,0.12987012987012986,0.0,89.6103896103896,0.9090909090909091,0.9090909090909091,,0.21874999999316408,0.562499999982422,FW,FW
379,Lisandro Martínez,DF,ar Argentina,24.0,1.eng Manchester Utd,1998.0,5.0,2.0,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bac46a10,379,Lisandro Martínez,DF,ar Argentina,0.0,1.0,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,Matches,bac46a10,379,Lisandro Martínez,DF,ar Argentina,1.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,,,0.0,Matches,bac46a10,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,3.4,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941176470588235,0.0,0.2941176470588235,0.8823529411764706,0.0,0.0,33.529411764705884,0.8823529411764706,0.0,0.0,Lisandro Martínez,exact-name,6.764705882352941,0.29411764705882354,2.6470588235294117,0.0,0.0,1.1764705882352942,1.7647058823529411,37.35294117647059,0.29411764705882354,0.0,0.0,0.0,14.705882352941178,10.294117647058824,0.0,7.352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.29411764705882354,0.8823529411764706,0.5882352941176471,0.5882352941176471,0.8823529411764706,0.0,,,,0.0,0.0,,,0.0,0.29411764705882354,0.0,89.11764705882354,1.4705882352941178,0.5882352941176471,,0.0,0.0,DF,DF
