rk,player,pos,squad,age,club,born,mp,starts,min,90s,gls,ast,gpa,g_pk,pk,pkatt,crdy,crdr,gls_p90,ast,gpa,g_pk,gpa_pk,matches,_9999,rk_sh,player_sh,pos_sh,squad_sh,gls_sh,sh,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,pk_sh,pkatt_sh,matches_sh,_9999_sh,rk_misc,player_misc,pos_misc,squad_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches_misc,_9999_misc,rk_gk,player_gk,pos_gk,squad_gk,club_gk,mp_gk,starts_gk,min_gk,90s_gk,ga,ga90,sota,saves,savepct,w,d,l,cs,cspct,pkatt_gk,pka,pksv,pkm,savepct.1,matches_gk,_9999_gk,min_sb,90s_sb,gls_sb,ast_sb,sh_sb,crs_sb,tklw_sb,int_sb,fls_sb,att_sb,succ_sb,carries_sb,prgcarries_sb,saves_sb,ga_sb,sota_sb,save%_sb,cs_sb,gls_p90_sb,ast_p90_sb,sh_p90_sb,crs_p90_sb,tklw_p90_sb,int_p90_sb,att_p90_sb,succ_p90_sb,carries_p90_sb,prgcarries_p90_sb,saves_p90_sb,cs_p90_sb,player_sb,match_stage,pressures_p90,pressures_final_third_p90,pressures_mid_third_p90,claims_p90,sweeper_clearances_p90,headed_clearances_p90,recoveries_p90,passes_received_p90,one_touch_finishes_p90,launch_passes_p90,def_actions_outside_box_p90,avg_def_position_y,touches_wide_p90,touches_halfspace_p90,touches_6yard_box_p90,final_third_entries_p90,carries_into_box_p90,goals_prevented_p90,reflex_saves_p90,cross_accuracy_pct,headers_p90,Gls_p90,Ast_p90,Sh_p90,SoT_p90,Crs_p90,Int_p90,TklW_p90,Fls_p90,Fld_p90,Off_p90,Saves_p90,GA_p90,CS_p90,PK_p90,PKatt_p90,PKwon_p90,PKcon_p90,OG_p90,CrdY_p90,CrdR_p90,Min_p90,MP_p90,Starts_p90,save_pct,conversion_pct,shots_on_target_pct,position_group,primary_position
355,Dejan Lovren,DF,hr Croatia,32.0,1.ru Zenit,1989.0,6.0,6.0,600.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,1a2935f6,355,Dejan Lovren,DF,hr Croatia,0.0,4.0,1.0,25.0,0.6,0.15,0.0,0.0,0.0,0.0,Matches,1a2935f6,355,Dejan Lovren,DF,hr Croatia,1.0,0.0,0.0,2.0,5.0,1.0,3.0,6.0,2.0,,,0.0,Matches,1a2935f6,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,6.0,0.0,1.0,4.0,1.0,4.0,7.0,3.0,0.0,0.0,357.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.6666666666666666,1.1666666666666667,0.0,0.0,59.5,3.333333333333333,0.0,0.0,Dejan Lovren,exact-name,5.522388059701492,0.0,2.2388059701492535,0.0,0.0,3.432835820895522,1.6417910447761193,57.76119402985074,0.14925373134328357,0.0,0.0,0.0,9.402985074626866,14.328358208955224,0.44776119402985076,6.4179104477611935,0.0,0.0,0.0,1.0,0.29850746268656714,0.0,0.14925373134328357,0.5970149253731343,0.14925373134328357,0.44776119402985076,0.8955223880597015,0.29850746268656714,0.29850746268656714,0.7462686567164178,0.14925373134328357,,,,0.0,0.0,,,0.0,0.14925373134328357,0.0,89.55223880597015,0.8955223880597015,0.8955223880597015,,0.0,0.2499999999375,DF,DF
169,Denzel Dumfries,MF,nl Netherlands,26.0,1.it Inter,1996.0,5.0,5.0,479.0,5.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.19,0.38,0.56,0.19,0.56,Matches,481c9ece,169,Denzel Dumfries,MF,nl Netherlands,1.0,1.0,1.0,100.0,0.19,0.19,1.0,1.0,0.0,0.0,Matches,481c9ece,169,Denzel Dumfries,MF,nl Netherlands,2.0,1.0,1.0,17.0,7.0,2.0,8.0,7.0,5.0,,,0.0,Matches,481c9ece,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.0,1.0,2.0,2.0,13.0,2.0,5.0,19.0,6.0,0.0,157.0,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,2.6,0.4,1.0,1.2,0.0,31.4,1.8,0.0,0.0,Denzel Dumfries,exact-name,13.018867924528303,3.5849056603773586,5.283018867924529,0.0,0.0,0.5660377358490566,1.8867924528301887,40.75471698113208,0.37735849056603776,0.0,0.0,0.0,34.15094339622642,5.09433962264151,0.0,5.849056603773585,0.7547169811320755,0.0,0.0,0.23076923076923078,0.0,0.18867924528301888,0.37735849056603776,0.18867924528301888,0.18867924528301888,1.509433962264151,1.3207547169811322,0.9433962264150944,3.207547169811321,1.3207547169811322,0.37735849056603776,,,,0.0,0.0,,,0.0,0.37735849056603776,0.18867924528301888,90.37735849056604,0.9433962264150944,0.9433962264150944,,0.9999999989999999,0.9999999989999999,MF,MF
131,Diogo Costa,GK,pt Portugal,22.0,1.pt Porto,1999.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,93fffbcf,131,Diogo Costa,GK,pt Portugal,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,93fffbcf,131,Diogo Costa,GK,pt Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Matches,93fffbcf,7,Diogo Costa,GK,pt Portugal,1.pt Porto,5.0,5.0,450.0,5.0,6.0,1.2,17.0,11.0,64.7,3.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,,Matches,93fffbcf,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,12.0,6.0,18.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,2.4,0.2,Diogo Meireles Costa,token-subset,0.2,0.0,0.0,1.0,0.8,0.0,3.2,17.6,0.0,12.0,5.6,40.964975845410635,0.2,0.4,0.0,3.2,0.0,-0.93402050906,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.2,0.2,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.6470588234913495,0.0,0.0,GK,GK
352,Dominik Livaković,GK,hr Croatia,27.0,1.hr Dinamo Zagreb,1995.0,7.0,7.0,690.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,58f077c0,352,Dominik Livaković,GK,hr Croatia,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,58f077c0,352,Dominik Livaković,GK,hr Croatia,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Matches,58f077c0,16,Dominik Livaković,GK,hr Croatia,1.hr Dinamo Zagreb,7.0,7.0,690.0,7.7,7.0,0.91,32.0,25.0,78.1,2.0,4.0,1.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,Matches,58f077c0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122.0,0.0,24.0,7.0,31.0,77.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.428571428571427,0.0,3.4285714285714284,0.2857142857142857,Dominik Livaković,exact,0.2597402597402597,0.0,0.0,0.7792207792207793,0.2597402597402597,0.0,4.285714285714286,14.675324675324674,0.0,9.35064935064935,4.935064935064935,40.53946932006637,0.0,0.5194805194805194,0.0,1.6883116883116882,0.0,-0.2120182325324673,0.5194805194805194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012986,0.0,0.0,3.2467532467532467,0.9090909090909091,0.2597402597402597,0.0,0.0,,,0.0,0.12987012987012986,0.0,89.6103896103896,0.9090909090909091,0.9090909090909091,0.781249999975586,0.0,0.0,GK,GK
404,Éder Militão,DF,br Brazil,24.0,1.es Real Madrid,1998.0,4.0,4.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2784f898,404,Éder Militão,DF,br Brazil,0.0,5.0,1.0,20.0,1.3,0.26,0.0,0.0,0.0,0.0,Matches,2784f898,404,Éder Militão,DF,br Brazil,1.0,0.0,0.0,7.0,3.0,0.0,3.0,3.0,5.0,,,0.0,Matches,2784f898,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,3.9,0.0,0.0,5.0,3.0,4.0,2.0,7.0,0.0,0.0,213.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2820512820512822,0.7692307692307693,1.0256410256410258,0.5128205128205129,0.0,0.0,54.61538461538461,2.0512820512820515,0.0,0.0,Éder Gabriel Militão,token-subset,12.820512820512821,2.0512820512820515,5.384615384615385,0.0,0.0,0.5128205128205129,5.384615384615385,58.97435897435898,0.5128205128205129,0.0,0.0,0.0,26.923076923076923,16.666666666666668,0.0,9.230769230769232,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.2820512820512822,0.25641025641025644,0.7692307692307693,0.7692307692307693,1.2820512820512822,1.794871794871795,0.7692307692307693,0.0,,,,0.0,0.0,,,0.0,0.25641025641025644,0.0,88.97435897435898,1.0256410256410258,1.0256410256410258,,0.0,0.19999999996,DF,DF
392,Édouard Mendy,GK,sn Senegal,30.0,1.eng Chelsea,1992.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,33887998,392,Édouard Mendy,GK,sn Senegal,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,33887998,392,Édouard Mendy,GK,sn Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Matches,33887998,20,Édouard Mendy,GK,sn Senegal,1.eng Chelsea,4.0,4.0,360.0,4.0,7.0,1.75,14.0,7.0,50.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,33887998,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,7.0,7.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.25,1.75,0.0,Edouard Mendy,exact,0.0,0.0,0.0,0.75,1.5,0.0,4.0,14.75,0.0,12.75,8.5,40.315932203389885,0.0,1.5,0.0,3.25,0.0,-1.3798315195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,0.0,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,0.49999999996428574,0.0,0.0,GK,GK
574,Ellyes Skhiri,MF,tn Tunisia,27.0,1.de Köln,1995.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c2211709,574,Ellyes Skhiri,MF,tn Tunisia,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,Matches,c2211709,574,Ellyes Skhiri,MF,tn Tunisia,0.0,0.0,0.0,3.0,2.0,0.0,2.0,7.0,2.0,,,0.0,Matches,c2211709,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,32.333333333333336,1.3333333333333333,0.0,0.0,Ellyes Joris Skhiri,token-subset,17.666666666666668,1.3333333333333333,9.333333333333334,0.0,0.0,0.0,8.0,34.666666666666664,0.6666666666666666,0.0,0.0,0.0,12.666666666666666,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,MF,MF
377,Emiliano Martínez,GK,ar Argentina,29.0,1.eng Aston Villa,1992.0,7.0,7.0,690.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7956236f,377,Emiliano Martínez,GK,ar Argentina,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,7956236f,377,Emiliano Martínez,GK,ar Argentina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,Matches,7956236f,19,Emiliano Martínez,GK,ar Argentina,1.eng Aston Villa,7.0,7.0,690.0,7.7,8.0,1.04,13.0,6.0,38.5,4.0,2.0,1.0,3.0,42.9,2.0,2.0,0.0,0.0,0.0,Matches,7956236f,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,6.0,7.0,13.0,46.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142857142857142,0.0,0.8571428571428571,0.4285714285714285,Damián Emiliano Martínez,token-subset,0.0,0.0,0.0,1.6883116883116882,0.5194805194805194,0.0,3.896103896103896,11.03896103896104,0.0,10.64935064935065,6.103896103896104,40.80189075630242,0.0,0.5194805194805194,0.0,4.675324675324675,0.0,-0.35667519649350643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012986,0.0,0.7792207792207793,1.0389610389610389,0.38961038961038963,0.0,0.0,,,0.0,0.12987012987012986,0.0,89.6103896103896,0.9090909090909091,0.9090909090909091,0.4615384615029586,0.0,0.0,GK,GK
192,Enzo Fernández,MF,ar Argentina,21.0,1.pt Benfica,2001.0,7.0,5.0,564.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,5ff4ab71,192,Enzo Fernández,MF,ar Argentina,1.0,8.0,3.0,37.5,1.28,0.48,0.13,0.33,0.0,0.0,Matches,5ff4ab71,192,Enzo Fernández,MF,ar Argentina,1.0,0.0,0.0,7.0,6.0,0.0,2.0,3.0,15.0,,,1.0,Matches,5ff4ab71,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,5.6,1.0,1.0,8.0,3.0,5.0,5.0,9.0,6.0,3.0,381.0,15.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.1785714285714285,1.4285714285714286,0.5357142857142857,0.8928571428571429,0.8928571428571429,1.0714285714285714,0.5357142857142857,68.03571428571429,2.678571428571429,0.0,0.0,Enzo Fernandez,exact,16.984126984126984,1.2698412698412698,7.4603174603174605,0.0,0.0,1.4285714285714286,4.920634920634921,68.88888888888889,0.0,0.0,0.0,0.0,13.80952380952381,17.936507936507937,0.15873015873015872,11.26984126984127,0.31746031746031744,0.0,0.0,0.6666666666666666,0.15873015873015872,0.15873015873015872,0.15873015873015872,1.2698412698412698,0.4761904761904762,0.31746031746031744,0.4761904761904762,2.380952380952381,1.1111111111111112,0.9523809523809524,0.0,,,,0.0,0.0,,,0.15873015873015872,0.15873015873015872,0.0,89.52380952380953,1.1111111111111112,0.7936507936507937,,0.124999999984375,0.374999999953125,MF,MF
627,Federico Valverde,MF,uy Uruguay,23.0,1.es Real Madrid,1998.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0959c2a2,627,Federico Valverde,MF,uy Uruguay,0.0,7.0,1.0,14.3,2.33,0.33,0.0,0.0,0.0,0.0,Matches,0959c2a2,627,Federico Valverde,MF,uy Uruguay,0.0,0.0,0.0,6.0,2.0,0.0,7.0,5.0,3.0,,,0.0,Matches,0959c2a2,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,7.0,2.0,1.0,5.0,6.0,3.0,2.0,127.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,42.333333333333336,5.333333333333333,0.0,0.0,Federico Santiago Valverde Dipetta,token-subset,13.333333333333334,3.3333333333333335,6.0,0.0,0.0,0.0,4.666666666666667,54.333333333333336,0.6666666666666666,0.0,0.0,0.0,19.0,14.0,0.0,15.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,2.0,0.6666666666666666,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.1428571428367347,MF,MF
616,Félix Torres Caicedo,DF,ec Ecuador,25.0,1.mx Santos Laguna,1997.0,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,c0a8860f,616,Félix Torres Caicedo,DF,ec Ecuador,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,0.0,0.0,Matches,c0a8860f,616,Félix Torres Caicedo,DF,ec Ecuador,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,,,0.0,Matches,c0a8860f,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,135.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,45.0,1.3333333333333333,0.0,0.0,Felix Eduardo Torres Caicedo,token-subset,4.0,0.6666666666666666,1.6666666666666667,0.0,0.0,3.3333333333333335,2.0,52.666666666666664,0.0,0.0,0.0,0.0,11.666666666666666,12.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
94,Firas Al-Buraikan,FW,sa Saudi Arabia,22.0,1.sa Al-Fateh,2000.0,3.0,3.0,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,ac717a23,94,Firas Al-Buraikan,FW,sa Saudi Arabia,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,Matches,ac717a23,94,Firas Al-Buraikan,FW,sa Saudi Arabia,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,,,0.0,Matches,ac717a23,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,19.666666666666668,2.0,0.0,0.0,Firas Tariq Nasser Al Albirakan,nickname,10.0,3.3333333333333335,2.6666666666666665,0.0,0.0,0.6666666666666666,3.6666666666666665,36.666666666666664,0.3333333333333333,0.0,0.0,0.0,19.666666666666668,8.0,0.3333333333333333,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,,,,0.0,0.0,,,0.0,0.0,0.0,89.33333333333333,1.0,1.0,,0.0,0.0,FW,FW
293,Frenkie de Jong,MF,nl Netherlands,25.0,1.es Barcelona,1997.0,5.0,5.0,475.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.19,0.19,0.38,0.19,0.38,Matches,1bacc518,293,Frenkie de Jong,MF,nl Netherlands,1.0,2.0,1.0,50.0,0.38,0.19,0.5,1.0,0.0,0.0,Matches,1bacc518,293,Frenkie de Jong,MF,nl Netherlands,1.0,0.0,0.0,4.0,6.0,0.0,3.0,6.0,6.0,,,0.0,Matches,1bacc518,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,4.9,1.0,1.0,2.0,2.0,2.0,3.0,6.0,11.0,7.0,272.0,19.0,0.0,0.0,0.0,0.0,0.0,0.2040816326530612,0.2040816326530612,0.4081632653061224,0.4081632653061224,0.4081632653061224,0.6122448979591836,2.2448979591836733,1.4285714285714284,55.51020408163265,3.877551020408163,0.0,0.0,Frenkie de Jong,exact,15.09433962264151,2.452830188679245,7.9245283018867925,0.0,0.0,0.5660377358490566,4.339622641509434,60.943396226415096,0.18867924528301888,0.0,0.0,0.0,19.433962264150946,15.283018867924529,0.0,9.056603773584905,0.37735849056603776,0.0,0.0,0.5,0.0,0.18867924528301888,0.18867924528301888,0.37735849056603776,0.18867924528301888,0.5660377358490566,1.1320754716981132,1.1320754716981132,0.7547169811320755,1.1320754716981132,0.0,,,,0.0,0.0,,,0.0,0.18867924528301888,0.0,89.62264150943396,0.9433962264150944,0.9433962264150944,,0.49999999975,0.49999999975,MF,MF
208,Gavi,MF,es Spain,17.0,1.es Barcelona,2004.0,4.0,4.0,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,19cae58d,208,Gavi,MF,es Spain,1.0,1.0,1.0,100.0,0.32,0.32,1.0,1.0,0.0,0.0,Matches,19cae58d,208,Gavi,MF,es Spain,0.0,0.0,0.0,8.0,14.0,0.0,4.0,1.0,3.0,,,0.0,Matches,19cae58d,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,3.2,1.0,0.0,1.0,4.0,1.0,0.0,9.0,7.0,2.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.3125,1.25,0.3125,0.0,2.1875,0.625,45.3125,2.8125,0.0,0.0,Pablo Martín Páez Gavira,nickname,17.8125,6.25,8.4375,0.0,0.0,0.625,4.6875,55.0,0.3125,0.0,0.0,0.0,18.75,15.625,0.0,4.6875,0.3125,0.0,0.0,0.25,0.0,0.3125,0.0,0.3125,0.3125,1.25,0.3125,0.9375,2.5,4.375,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,88.75,1.25,1.25,,0.9999999989999999,0.9999999989999999,MF,MF
495,Gonzalo Plata,FWMF,ec Ecuador,21.0,1.es Valladolid,2000.0,3.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,54bcdeb0,495,Gonzalo Plata,FWMF,ec Ecuador,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,0.0,0.0,Matches,54bcdeb0,495,Gonzalo Plata,FWMF,ec Ecuador,0.0,0.0,0.0,4.0,6.0,0.0,17.0,2.0,2.0,,,0.0,Matches,54bcdeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,3.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,10.0,5.0,83.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,3.333333333333333,1.6666666666666667,27.666666666666668,2.0,0.0,0.0,Gonzalo Jordy Plata Jiménez,token-subset,24.0,7.333333333333333,13.0,0.0,0.0,0.0,2.6666666666666665,41.0,0.0,0.0,0.0,0.0,18.333333333333332,8.0,0.0,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,5.666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,89.66666666666667,1.0,1.0,,0.0,0.49999999975,FW,FWMF
664,Granit Xhaka,MF,ch Switzerland,29.0,1.eng Arsenal,1992.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e61b8aee,664,Granit Xhaka,MF,ch Switzerland,0.0,6.0,3.0,50.0,1.5,0.75,0.0,0.0,0.0,0.0,Matches,e61b8aee,664,Granit Xhaka,MF,ch Switzerland,1.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,4.0,,,0.0,Matches,e61b8aee,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,6.0,0.0,3.0,4.0,5.0,1.0,1.0,188.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.75,1.0,0.25,0.25,47.0,3.0,0.0,0.0,Granit Xhaka,exact,7.5,1.5,5.25,0.0,0.0,1.5,2.25,55.0,0.75,0.0,0.0,0.0,11.0,10.75,0.0,9.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.5,0.75,0.0,0.5,1.0,1.25,1.0,0.0,,,,0.0,0.0,,,0.0,0.25,0.0,90.0,1.0,1.0,,0.0,0.49999999991666666,MF,MF
332,Grzegorz Krychowiak,MF,pl Poland,32.0,1.sa Al-Shabab,1990.0,4.0,4.0,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,580d52dd,332,Grzegorz Krychowiak,MF,pl Poland,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,0.0,0.0,Matches,580d52dd,332,Grzegorz Krychowiak,MF,pl Poland,1.0,0.0,0.0,6.0,7.0,0.0,1.0,5.0,4.0,,,0.0,Matches,580d52dd,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,3.7,0.0,0.0,1.0,1.0,1.0,7.0,9.0,1.0,1.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702702,0.2702702702702702,0.2702702702702702,1.891891891891892,0.2702702702702702,0.2702702702702702,23.783783783783782,0.5405405405405405,0.0,0.0,Grzegorz Krychowiak,exact,13.243243243243242,1.081081081081081,5.945945945945946,0.0,0.0,1.8918918918918919,5.135135135135135,27.027027027027025,0.0,0.0,0.0,0.0,5.405405405405405,7.297297297297297,0.0,7.5675675675675675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27027027027027023,0.0,0.27027027027027023,1.3513513513513513,1.081081081081081,1.6216216216216215,1.8918918918918919,0.0,,,,0.0,0.0,,,0.0,0.27027027027027023,0.0,89.72972972972973,1.081081081081081,1.081081081081081,,0.0,0.0,MF,MF
